 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=BritneySpears udgav et nyt album.
1-1	Britney	Britney	NP:siu#:--:----	O	
1-2	Spears	Spears	NP:siu#:--:----	O	
1-3	udgav	udgive	VF:----:ta:----	B-verb.communication	
1-4	et	en	PI:s-un:--:----	O	
1-5	nyt	ny	AC:siun:--:p---	B-adj.time	
1-6	album	album	NC:siun:--:----	B-noun.communication|B-noun.artifact	
1-7	.	.	ZP	O	

#id=2
#text=>:D Dem kan du faktisk købe to af for 200 kr.
2-1	>	>	NP:siu#:--:----	O	
2-2	:	:	ZP	O	
2-3	D	d	NP:siu#:--:----	B-noun.communication|B-noun.phenomenon	
2-4	Dem	Dem	XY:----:--:----	O	
2-5	kan	kunne	VF:----:sa:----	B-verb.social	
2-6	du	du	PP:s-nc:--:-2n-	O	
2-7	faktisk	faktisk	AD:----:--:p---	B-adj.phys	
2-8	købe	købe	VI:----:-a:----	B-verb.possession|B-verb.act	
2-9	to	to	LC:--u-:--:----	O	
2-10	af	af	T-:----:--:----	O	
2-11	for	for	T-:----:--:----	O	
2-12	200	200	LC:--u-:--:----	O	
2-13	kr	krone	NC:piu#:--:----	O	
2-14	.	.	ZP	O	

#id=3
#text=Hvis du har lyst til at gøre det, skal du da have lov til det... (var det ikke tydeligt nok i sidste indlæg?)
3-1	Hvis	hvis	CS:----:--:----	O	
3-2	du	du	PP:s-nc:--:-2n-	O	
3-3	har	have	VF:----:sa:----	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	
3-4	lyst	lyst	NC:siuc:--:----	B-noun.feeling	
3-5	til	til	T-:----:--:----	O	
3-6	at	at	UI:----:--:----	O	
3-7	gøre	gøre	VI:----:-a:----	B-verb.change|B-verb.creation|B-verb.act|B-verb.phenomenon	
3-8	det	det	PP:s-un:--:-3n-	O	
3-9	,	,	ZD	O	
3-10	skal	skulle	VF:----:sa:----	B-verb.motion|B-verb.phenomenon	
3-11	du	du	PP:s-nc:--:-2n-	O	
3-12	da	da	D-:----:--:u---	O	
3-13	have	have	VI:----:-a:----	B-verb.perception|B-verb.act|B-verb.communication|B-verb.phenomenon|B-verb.cognition|B-verb.TOP	
3-14	lov	lov	NC:§§u§:--:----	B-noun.motive|B-noun.act|B-noun.attribute|B-noun.cognition|B-noun.institution	
3-15	til	til	T-:----:--:----	O	
3-16	det	det	PP:s-un:--:-3n-	O	
3-17	.	.	ZP	O	
3-18	.	.	ZP	O	
3-19	.	.	ZP	O	
3-20	(	(	ZD	O	
3-21	var	være	VF:----:ta:----	B-verb.TOP|B-verb.social|B-verb.stative	
3-22	det	det	PP:s-un:--:-3n-	O	
3-23	ikke	ikke	D-:----:--:u---	O	
3-24	tydeligt	tydelig	AD:----:--:p---	B-adj.all	
3-25	nok	nok	D-:----:--:u---	O	
3-26	i	i	T-:----:--:----	O	
3-27	sidste	sidste	AC:§§u§:--:p---	B-adj.time	
3-28	indlæg	indlæg	NC:siun:--:----	B-noun.act|B-noun.artifact|B-noun.communication	
3-29	?	?	ZQ	O	
3-30	)	)	ZD	O	

#id=4
#text=Men for det meste, så er det i bund og grund glat og går ca. 10 cm. ned over skuldrerne.
4-1	Men	men	CC:----:--:----	O	
4-2	for	for	T-:----:--:----	O	
4-3	det	den	PM:s-un:--:----	O	
4-4	meste	megen	AC:sdu#:--:s---	O	
4-5	,	,	ZD	O	
