 # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=LinkinPark - Live In Texas :)
1-1	Linkin	O	
1-2	Park	O	
1-3	-	O	
1-4	Live	O	
1-5	In	O	
1-6	Texas	B-noun.location	
1-7	:	O	
1-8	)	O	

#id=2
#text=OVERSKRIFTER: "Unge har intet at tage sig til"  "Meningsløs snak på nettet" "kZenJa R zØD *Sss*"
2-1	OVERSKRIFTER	O	
2-2	:	O	
2-3	"	O	
2-4	Unge	O	
2-5	har	O	
2-6	intet	O	
2-7	at	O	
2-8	tage	O	
2-9	sig	O	
2-10	til	O	
2-11	"	O	
2-12	"	O	
2-13	Meningsløs	O	
2-14	snak	O	
2-15	på	O	
2-16	nettet	O	
2-17	"	O	
2-18	"	O	
2-19	kZenJa	O	
2-20	R	O	
2-21	zØD	O	
2-22	*Sss*	O	
2-23	"	O	

#id=3
#text=We are meant to be friends :)
3-1	We	O	
3-2	are	O	
3-3	meant	O	
3-4	to	O	
3-5	be	O	
3-6	friends	O	
3-7	:	O	
3-8	)	O	

#id=4
#text=I alt!
4-1	I	O	
4-2	alt	O	
4-3	!	O	

#id=5
#text=>____<Sejeste smiley.
5-1	>____<	O	
5-2	Sejeste	O	
5-3	smiley	O	
5-4	.	O	

#id=6
#text=Eller hva'?
6-1	Eller	O	
6-2	hva	O	
6-3	'	O	
6-4	?	O	

#id=7
#text=Basker,forstod du ikke hvorfor dit avatar var væk lige pludselig? :roll:
7-1	Basker	O	
7-2	,	O	
7-3	forstod	O	
7-4	du	O	
7-5	ikke	O	
7-6	hvorfor	O	
7-7	dit	O	
7-8	avatar	O	
7-9	var	O	
7-10	væk	O	
7-11	lige	O	
7-12	pludselig	O	
7-13	?	O	
7-14	:	O	
7-15	roll	O	
7-16	:	O	

#id=8
#text=Jim Carrey i The Truman Show og Bruce den almægtige <33
8-1	Jim	O	
8-2	Carrey	O	
8-3	i	O	
8-4	The	O	
8-5	Truman	O	
8-6	Show	O	
8-7	og	O	
8-8	Bruce	O	
8-9	den	O	
8-10	almægtige	O	
8-11	<33	O	

#id=9
#text=JohnnyDepp ... mmmm!
9-1	Johnny	O	
9-2	Depp	O	
9-3	.	O	
9-4	.	O	
9-5	.	O	
9-6	mmmm	O	
9-7	!	O	

#id=10
#text=STEFFENS SHOPPINGRÅD?!
10-1	STEFFENS	O	
10-2	SHOPPINGRÅD	O	
10-3	?	O	
10-4	!	O	

#id=11
#text=Hvis det gav mening?
11-1	Hvis	O	
11-2	det	O	
11-3	gav	O	
11-4	mening	O	
11-5	?	O	

#id=12
#text=Haha,min veninde og jeg havde det vildt morsomt ved at gå ind på chatter og blive "antastet" af fyre (nok nærmere gamle pædofile) som ville have cybersex, lol!
12-1	Haha	O	
12-2	,	O	
12-3	min	O	
12-4	veninde	O	
12-5	og	O	
12-6	jeg	O	
12-7	havde	O	
12-8	det	O	
12-9	vildt	O	
12-10	morsomt	O	
12-11	ved	O	
12-12	at	O	
12-13	gå	O	
12-14	ind	O	
12-15	på	O	
12-16	chatter	O	
12-17	og	O	
12-18	blive	O	
12-19	"	O	
12-20	antastet	O	
12-21	"	O	
12-22	af	O	
12-23	fyre	O	
12-24	(	O	
12-25	nok	O	
12-26	nærmere	O	
12-27	gamle	O	
12-28	pædofile	O	
12-29	)	O	
12-30	som	O	
12-31	ville	O	
12-32	have	O	
12-33	cybersex	O	
12-34	,	O	
12-35	lol	O	
12-36	!	O	

#id=13
#text=Man når man trykker på en tangent eller strækker ens arm ud, så er det vel af egen fri vilje - af lyst, og ikke fordi man "har brug for det"
13-1	Man	O	
13-2	når	O	
13-3	man	O	
13-4	trykker	O	
13-5	på	O	
13-6	en	O	
13-7	tangent	O	
13-8	eller	O	
13-9	strækker	O	
13-10	ens	O	
13-11	arm	O	
13-12	ud	O	
13-13	,	O	
13-14	så	O	
13-15	er	O	
13-16	det	O	
13-17	vel	O	
13-18	af	O	
13-19	egen	O	
13-20	fri	O	
13-21	vilje	O	
13-22	-	O	
13-23	af	O	
13-24	lyst	O	
13-25	,	O	
13-26	og	O	
13-27	ikke	O	
13-28	fordi	O	
13-29	man	O	
13-30	"	O	
13-31	har	O	
13-32	brug	O	
13-33	for	O	
13-34	det	O	
13-35	"	O	

#id=14
#text=Man skal ikke blive bange, men tvinge den til at servicere :)
14-1	Man	O	
14-2	skal	O	
14-3	ikke	O	
14-4	blive	O	
14-5	bange	O	
14-6	,	O	
14-7	men	O	
14-8	tvinge	O	
14-9	den	O	
14-10	til	O	
14-11	at	O	
14-12	servicere	O	
14-13	:	O	
14-14	)	O	

#id=15
#text=Min prioriteringsliste... 1.
15-1	Min	O	
15-2	prioriteringsliste	O	
15-3	.	O	
15-4	.	O	
15-5	.	O	
15-6	1	O	
15-7	.	O	

#id=16
#text=DISNEY?
16-1	DISNEY	O	
16-2	?	O	

#id=17
#text=Ja,jeg vil forhelvede også være lige så lille som Sarah, lol?
17-1	Ja	O	
17-2	,	O	
17-3	jeg	O	
17-4	vil	O	
17-5	forhelvede	O	
17-6	også	O	
17-7	være	O	
17-8	lige	O	
17-9	så	O	
17-10	lille	O	
17-11	som	O	
17-12	Sarah	O	
17-13	,	O	
17-14	lol	O	
17-15	?	O	

#id=18
#text=Raw..
18-1	Raw	O	
18-2	.	O	
18-3	.	O	

#id=19
#text=Og det kan jeg slet ikke forholde mig ordentligt til, efter min søster har forsøgt selvmord 2 gange...
19-1	Og	O	
19-2	det	O	
19-3	kan	O	
19-4	jeg	O	
19-5	slet	O	
19-6	ikke	O	
19-7	forholde	O	
19-8	mig	O	
19-9	ordentligt	O	
19-10	til	O	
19-11	,	O	
19-12	efter	O	
19-13	min	O	
19-14	søster	O	
19-15	har	O	
